"";"Lineage_Name";"species";"biomes";"n_interactions";"n_local_partners";"n_local_species";"ND_Host_Parasite";"Host_Status"
"231";"DENPET03";"Ramphastos_vitellinus";"Amazonia";1;23;15;0,0434782608695652;"R"
"232";"DENPET03";"Ramphocelus_carbo";"Amazonia";5;20;11;0,25;"R"
"233";"DENPET03";"Ramphocelus_carbo";"Amazonia";5;36;19;0,138888888888889;"R"
"234";"DENPET03";"Ramphocelus_carbo";"Amazonia";5;23;15;0,217391304347826;"R"
"235";"DENPET03";"Ramphocelus_carbo";"Pantanal";6;20;11;0,3;"R"
"236";"DENPET03";"Ramphocelus_carbo";"Pantanal";6;36;19;0,166666666666667;"R"
"237";"DENPET03";"Ramphocelus_carbo";"Pantanal";6;23;15;0,260869565217391;"R"
"238";"DENPET03";"Rynchops_niger";"Amazonia";1;20;11;0,05;"M"
"239";"DENPET03";"Rynchops_niger";"Amazonia";1;36;19;0,0277777777777778;"M"
"240";"DENPET03";"Rynchops_niger";"Amazonia";1;23;15;0,0434782608695652;"M"
"241";"DENPET03";"Saltator_coerulescens";"Pantanal";1;20;11;0,05;"R"
"242";"DENPET03";"Saltator_coerulescens";"Pantanal";1;36;19;0,0277777777777778;"R"
"243";"DENPET03";"Saltator_coerulescens";"Pantanal";1;23;15;0,0434782608695652;"R"
"244";"DENPET03";"Schoeniophylax_phryganophilus";"Cerrado";1;20;11;0,05;"R"
"245";"DENPET03";"Schoeniophylax_phryganophilus";"Cerrado";1;36;19;0,0277777777777778;"R"
"246";"DENPET03";"Schoeniophylax_phryganophilus";"Cerrado";1;23;15;0,0434782608695652;"R"
"247";"DENPET03";"Synallaxis_frontalis";"Caatinga";1;20;11;0,05;"R"
"248";"DENPET03";"Synallaxis_frontalis";"Caatinga";1;36;19;0,0277777777777778;"R"
"249";"DENPET03";"Synallaxis_frontalis";"Caatinga";1;23;15;0,0434782608695652;"R"
"250";"DENPET03";"Tangara_cayana";"Cerrado";1;20;11;0,05;"R"
"251";"DENPET03";"Tangara_cayana";"Cerrado";1;36;19;0,0277777777777778;"R"
"252";"DENPET03";"Tangara_cayana";"Cerrado";1;23;15;0,0434782608695652;"R"
"253";"DENPET03";"Thamnophilus_nigrocinereus";"Amazonia";1;20;11;0,05;"R"
"254";"DENPET03";"Thamnophilus_nigrocinereus";"Amazonia";1;36;19;0,0277777777777778;"R"
"255";"DENPET03";"Thamnophilus_nigrocinereus";"Amazonia";1;23;15;0,0434782608695652;"R"
"256";"DENPET03";"Thryothorus_longirostris";"Caatinga";1;20;11;0,05;"R"
"257";"DENPET03";"Thryothorus_longirostris";"Caatinga";1;36;19;0,0277777777777778;"R"
"258";"DENPET03";"Thryothorus_longirostris";"Caatinga";1;23;15;0,0434782608695652;"R"
"259";"DENPET03";"Trichothraupis_melanops";"Mata_Atlantica";1;20;11;0,05;"R"
"260";"DENPET03";"Trichothraupis_melanops";"Mata_Atlantica";1;36;19;0,0277777777777778;"R"
"261";"DENPET03";"Trichothraupis_melanops";"Mata_Atlantica";1;23;15;0,0434782608695652;"R"
"262";"DENPET03";"Troglodytes_aedon";"Mata_Atlantica";1;20;11;0,05;"M"
"263";"DENPET03";"Troglodytes_aedon";"Mata_Atlantica";1;36;19;0,0277777777777778;"M"
"264";"DENPET03";"Troglodytes_aedon";"Mata_Atlantica";1;23;15;0,0434782608695652;"M"
"265";"DENPET03";"Trogon_curucui";"Mata_Atlantica";1;20;11;0,05;"R"
"266";"DENPET03";"Trogon_curucui";"Mata_Atlantica";1;36;19;0,0277777777777778;"R"
"267";"DENPET03";"Trogon_curucui";"Mata_Atlantica";1;23;15;0,0434782608695652;"R"
"268";"DENPET03";"Turdus_amaurochalinus";"Mata_Atlantica";2;20;11;0,1;"PM"
"269";"DENPET03";"Turdus_amaurochalinus";"Mata_Atlantica";2;36;19;0,0555555555555556;"PM"
"270";"DENPET03";"Turdus_amaurochalinus";"Mata_Atlantica";2;23;15;0,0869565217391304;"PM"
"271";"DENPET03";"Turdus_flavipes";"Mata_Atlantica";2;20;11;0,1;"M"
"272";"DENPET03";"Turdus_flavipes";"Mata_Atlantica";2;36;19;0,0555555555555556;"M"
"273";"DENPET03";"Turdus_flavipes";"Mata_Atlantica";2;23;15;0,0869565217391304;"M"
"274";"DENPET03";"Turdus_hauxwelli";"Amazonia";2;20;11;0,1;"R"
"275";"DENPET03";"Turdus_hauxwelli";"Amazonia";2;36;19;0,0555555555555556;"R"
"276";"DENPET03";"Turdus_hauxwelli";"Amazonia";2;23;15;0,0869565217391304;"R"
"277";"DENPET03";"Turdus_leucomelas";"Cerrado";1;20;11;0,05;"R"
"278";"DENPET03";"Turdus_leucomelas";"Cerrado";1;36;19;0,0277777777777778;"R"
"279";"DENPET03";"Turdus_leucomelas";"Cerrado";1;23;15;0,0434782608695652;"R"
"280";"DENPET03";"Turdus_leucomelas";"Mata_Atlantica";2;20;11;0,1;"R"
"281";"DENPET03";"Turdus_leucomelas";"Mata_Atlantica";2;36;19;0,0555555555555556;"R"
"282";"DENPET03";"Turdus_leucomelas";"Mata_Atlantica";2;23;15;0,0869565217391304;"R"
"283";"DENPET03";"Turdus_rufiventris";"Caatinga";1;20;11;0,05;"R"
"284";"DENPET03";"Turdus_rufiventris";"Caatinga";1;36;19;0,0277777777777778;"R"
"285";"DENPET03";"Turdus_rufiventris";"Caatinga";1;23;15;0,0434782608695652;"R"
"286";"DENPET03";"Turdus_rufiventris";"Cerrado";1;20;11;0,05;"R"
"287";"DENPET03";"Turdus_rufiventris";"Cerrado";1;36;19;0,0277777777777778;"R"
"288";"DENPET03";"Turdus_rufiventris";"Cerrado";1;23;15;0,0434782608695652;"R"
"289";"DENPET03";"Vireo_olivaceus";"Mata_Atlantica";2;20;11;0,1;"M"
"290";"DENPET03";"Vireo_olivaceus";"Mata_Atlantica";2;36;19;0,0555555555555556;"M"
"291";"DENPET03";"Vireo_olivaceus";"Mata_Atlantica";2;23;15;0,0869565217391304;"M"
"292";"DENPET03";"Volatinia_jacarina";"Caatinga";1;20;11;0,05;"R"
"293";"DENPET03";"Volatinia_jacarina";"Caatinga";1;36;19;0,0277777777777778;"R"
"294";"DENPET03";"Volatinia_jacarina";"Caatinga";1;23;15;0,0434782608695652;"R"
"295";"DENPET03";"Volatinia_jacarina";"Cerrado";1;20;11;0,05;"R"
"296";"DENPET03";"Volatinia_jacarina";"Cerrado";1;36;19;0,0277777777777778;"R"
"297";"DENPET03";"Volatinia_jacarina";"Cerrado";1;23;15;0,0434782608695652;"R"
"298";"DENPET03";"Xiphorhynchus_ocellatus";"Amazonia";1;20;11;0,05;"R"
"299";"DENPET03";"Xiphorhynchus_ocellatus";"Amazonia";1;36;19;0,0277777777777778;"R"
"300";"DENPET03";"Xiphorhynchus_ocellatus";"Amazonia";1;23;15;0,0434782608695652;"R"
"301";"DENPET03";"Zonotrichia_capensis";"Cerrado";6;20;11;0,3;"R"
"302";"DENPET03";"Zonotrichia_capensis";"Cerrado";6;36;19;0,166666666666667;"R"
"303";"DENPET03";"Zonotrichia_capensis";"Cerrado";6;23;15;0,260869565217391;"R"
"304";"DENPET03";"Zonotrichia_capensis";"Grassland";2;20;11;0,1;"R"
"305";"DENPET03";"Zonotrichia_capensis";"Grassland";2;36;19;0,0555555555555556;"R"
"306";"DENPET03";"Zonotrichia_capensis";"Grassland";2;23;15;0,0869565217391304;"R"
"307";"DENPET03";"Zonotrichia_capensis";"Mata_Atlantica";2;20;11;0,1;"R"
"308";"DENPET03";"Zonotrichia_capensis";"Mata_Atlantica";2;36;19;0,0555555555555556;"R"
"309";"DENPET03";"Zonotrichia_capensis";"Mata_Atlantica";2;23;15;0,0869565217391304;"R"
"310";"ELALB01";"Capsiempis_flaveola";"Cerrado";2;12;5;0,166666666666667;"R"
"311";"ELALB01";"Casiornis_fuscus";"Cerrado";4;12;5;0,333333333333333;"PM"
"312";"ELALB01";"Elaenia_chilensis";"Mata_Atlantica";1;12;5;0,0833333333333333;"M"
"313";"ELALB01";"Empidonomus_varius";"Caatinga";1;12;5;0,0833333333333333;"PM"
"314";"ELALB01";"Herpsilochmus_sellowi";"Mata_Atlantica";1;12;5;0,0833333333333333;"R"
"315";"ELALB01";"Myiarchus_swainsoni";"Caatinga";1;12;5;0,0833333333333333;"PM"
"316";"ELALB01";"Myiarchus_tuberculifer";"Mata_Atlantica";1;12;5;0,0833333333333333;"R"
"317";"ELALB01";"Myiodynastes_maculatus";"Cerrado";2;12;5;0,166666666666667;"PM"
"318";"ELALB01";"Pitangus_sulphuratus";"Cerrado";1;12;5;0,0833333333333333;"PM"
"319";"ELALB01";"Tolmomyias_flaviventris";"Cerrado";3;12;5;0,25;"R"
"320";"EMPALN02";"Elaenia_spectabilis";"Grassland";1;19;10;0,0526315789473684;"PM"
"321";"EMPALN02";"Empidonomus_aurantioatrocristatus";"Grassland";2;19;10;0,105263157894737;"R"
"322";"EMPALN02";"Euscarthmus_meloryphus";"Grassland";1;19;10;0,0526315789473684;"R"
"323";"EMPALN02";"Molothrus_bonariensis";"Grassland";1;19;10;0,0526315789473684;"R"
"324";"EMPALN02";"Polioptila_dumicola";"Grassland";1;19;10;0,0526315789473684;"R"
"325";"EMPALN02";"Pyrocephalus_rubinus";"Grassland";2;19;10;0,105263157894737;"M"
"326";"EMPALN02";"Sicalis_flaveola";"Grassland";1;19;10;0,0526315789473684;"R"
"327";"EMPALN02";"Sublegatus_modestus";"Grassland";3;19;10;0,157894736842105;"PM"
"328";"EMPALN02";"Suiriri_suiriri";"Grassland";2;19;10;0,105263157894737;"R"
"329";"EMPALN02";"Tyrannus_savana";"Grassland";5;19;10;0,263157894736842;"PM"
"330";"GALLUS01";"Coryphospingus_pileatus";"Cerrado";1;11;4;0,0909090909090909;"R"
"331";"GALLUS01";"Glyphorynchus_spirurus";"Mata_Atlantica";2;11;4;0,181818181818182;"R"
"332";"GALLUS01";"Sakesphorus_cristatus";"Cerrado";1;11;4;0,0909090909090909;"R"
"333";"GALLUS01";"Synallaxis_frontalis";"Cerrado";6;11;4;0,545454545454545;"R"
"334";"GALLUS01";"Synallaxis_scutata";"Cerrado";3;11;4;0,272727272727273;"R"
"335";"GEOTRI02";"Basileuterus_coronatus";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"336";"GEOTRI02";"Basileuterus_tristriatus";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"337";"GEOTRI02";"Chlorophanes_spiza";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"338";"GEOTRI02";"Creurgops_verticalis";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"339";"GEOTRI02";"Elaenia_albiceps";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"340";"GEOTRI02";"Iridosornis_analis";"Andinean_Forest";5;13;9;0,384615384615385;"R"
"341";"GEOTRI02";"Platyrinchus_mystaceus";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"342";"GEOTRI02";"Psarocolius_angustifrons";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"343";"GEOTRI02";"Psarocolius_decumanus";"Andinean_Forest";1;13;9;0,0769230769230769;"R"
"344";"GLYSPI06";"Dendrocincla_fuliginosa";"Amazonia";3;14;5;0,214285714285714;"R"
"345";"GLYSPI06";"Glyphorynchus_spirurus";"Amazonia";4;14;5;0,285714285714286;"R"
"346";"GLYSPI06";"Myrmoborus_myotherinus";"Amazonia";1;14;5;0,0714285714285714;"R"
"347";"GLYSPI06";"Pipra_rubrocapilla";"Amazonia";3;14;5;0,214285714285714;"R"
"348";"GLYSPI06";"Turdus_amaurochalinus";"Amazonia";3;14;5;0,214285714285714;"PM"
"349";"GLYSPI06";"Turdus_amaurochalinus";"Cerrado";2;14;5;0,142857142857143;"PM"
"350";"LEPCOR03";"Chiroxiphia_pareola";"Amazonia";3;15;10;0,2;"R"
"351";"LEPCOR03";"Elaenia_parvirostris";"Amazonia";2;15;10;0,133333333333333;"PM"
"352";"LEPCOR03";"Epinecrophylla_erythrura";"Amazonia";1;15;10;0,0666666666666667;"R"
"353";"LEPCOR03";"Gymnopithys_leucaspis";"Amazonia";1;15;10;0,0666666666666667;"R"
"354";"LEPCOR03";"Hypocnemis_cantator";"Amazonia";1;15;10;0,0666666666666667;"R"
"355";"LEPCOR03";"Hypocnemis_cantator";"Andinean_Forest";1;15;10;0,0666666666666667;"R"
"356";"LEPCOR03";"Lepidothrix_coronata";"Amazonia";3;15;10;0,2;"R"
"357";"LEPCOR03";"Lepidothrix_coronata";"Andinean_Forest";1;15;10;0,0666666666666667;"R"
"358";"LEPCOR03";"Machaeropterus_pyrocephalus";"Amazonia";1;15;10;0,0666666666666667;"R"
"359";"LEPCOR03";"Machaeropterus_pyrocephalus";"Cerrado";1;15;10;0,0666666666666667;"R"
"360";"LEPCOR03";"Pipra_rubrocapilla";"Amazonia";1;15;10;0,0666666666666667;"R"
"361";"LEPCOR03";"Pipra_rubrocapilla";"Cerrado";1;15;10;0,0666666666666667;"R"
"362";"LEPCOR03";"Pithys_albifrons";"Amazonia";1;15;10;0,0666666666666667;"R"
"363";"LEPCOR03";"Pithys_albifrons";"Andinean_Forest";1;15;10;0,0666666666666667;"R"
"364";"LEPCOR03";"Thamnomanes_caesius";"Amazonia";1;15;10;0,0666666666666667;"R"
"365";"LEPCOR03";"Thamnomanes_caesius";"Andinean_Forest";1;15;10;0,0666666666666667;"R"
"366";"LEPCOR04";"Lepidothrix_coronata";"Amazonia";5;12;6;0,416666666666667;"R"
"367";"LEPCOR04";"Lepidothrix_coronata";"Andinean_Forest";1;12;6;0,0833333333333333;"R"
"368";"LEPCOR04";"Lepidothrix_nattereri";"Amazonia";2;12;6;0,166666666666667;"R"
"369";"LEPCOR04";"Pipra_erythrocephala";"Amazonia";1;12;6;0,0833333333333333;"R"
"370";"LEPCOR04";"Pipra_fasciicauda";"Amazonia";2;12;6;0,166666666666667;"R"
"371";"LEPCOR04";"Thamnophilus_aethiops";"Amazonia";1;12;6;0,0833333333333333;"R"
"372";"LEPCOR04";"Turdus_hauxwelli";"Amazonia";1;12;6;0,0833333333333333;"R"
"373";"MYRMAX01";"Gymnopithys_leucaspis";"Amazonia";1;14;9;0,0714285714285714;"R"
"374";"MYRMAX01";"Gymnopithys_rufigula";"Amazonia";3;14;9;0,214285714285714;"R"
"375";"MYRMAX01";"Gymnopithys_salvini";"Amazonia";2;14;9;0,142857142857143;"R"
"376";"MYRMAX01";"Myrmeciza_fortis";"Amazonia";1;14;9;0,0714285714285714;"R"
"377";"MYRMAX01";"Myrmotherula_axillaris";"Amazonia";3;14;9;0,214285714285714;"R"
"378";"MYRMAX01";"Myrmotherula_axillaris";"Andinean_Forest";1;14;9;0,0714285714285714;"R"
"379";"MYRMAX01";"Myrmotherula_hauxwelli";"Amazonia";1;14;9;0,0714285714285714;"R"
"380";"MYRMAX01";"Phlegopsis_nigromaculata";"Amazonia";1;14;9;0,0714285714285714;"R"
"381";"MYRMAX01";"Rhegmatorhina_berlepschi";"Amazonia";1;14;9;0,0714285714285714;"R"
"382";"MYRMAX01";"Schistocichla_humaythae";"Amazonia";1;14;9;0,0714285714285714;"R"
"383";"MYRMYO01";"Conopophaga_aurita";"Amazonia";1;10;8;0,1;"R"
"384";"MYRMYO01";"Gymnopithys_leucaspis";"Amazonia";1;10;8;0,1;"R"
"385";"MYRMYO01";"Hylophylax_naevius";"Amazonia";1;10;8;0,1;"R"
"386";"MYRMYO01";"Hylophylax_naevius";"Andinean_Forest";1;10;8;0,1;"R"
"387";"MYRMYO01";"Hypocnemis_striata";"Amazonia";2;10;8;0,2;"R"
"388";"MYRMYO01";"Mionectes_oleagineus";"Amazonia";1;10;8;0,1;"R"
"389";"MYRMYO01";"Myrmeciza_fortis";"Amazonia";1;10;8;0,1;"R"
"390";"MYRMYO01";"Myrmeciza_fortis";"Andinean_Forest";1;10;8;0,1;"R"
"391";"MYRMYO01";"Myrmoborus_myotherinus";"Amazonia";2;10;8;0,2;"R"
"392";"MYRMYO01";"Myrmoborus_myotherinus";"Andinean_Forest";1;10;8;0,1;"R"
"393";"MYRMYO01";"Thamnomanes_ardesiacus";"Amazonia";1;10;8;0,1;"R"
"394";"MYRMYO01";"Thamnomanes_ardesiacus";"Andinean_Forest";1;10;8;0,1;"R"
"395";"MYSWA01";"Myiarchus_ferox";"Cerrado";1;10;5;0,1;"R"
"396";"MYSWA01";"Myiarchus_swainsoni";"Cerrado";2;10;5;0,2;"PM"
"397";"MYSWA01";"Myiarchus_tuberculifer";"Cerrado";2;10;5;0,2;"R"
"398";"MYSWA01";"Myiarchus_tyrannulus";"Cerrado";4;10;5;0,4;"R"
"399";"MYSWA01";"Myiobius_barbatus";"Cerrado";1;10;5;0,1;"R"
"400";"NEOFAS01";"Ammodramus_humeralis";"Cerrado";1;26;4;0,0384615384615385;"R"
"401";"NEOFAS01";"Gnorimopsar_chopi";"Cerrado";1;26;4;0,0384615384615385;"R"
"402";"NEOFAS01";"Neothraupis_fasciata";"Cerrado";19;26;4;0,730769230769231;"R"
"403";"NEOFAS01";"Zonotrichia_capensis";"Cerrado";5;26;4;0,192307692307692;"R"
"404";"NEOFAS03";"Ammodramus_humeralis";"Cerrado";1;33;7;0,0303030303030303;"R"
"405";"NEOFAS03";"Aratinga_aurea";"Cerrado";1;33;7;0,0303030303030303;"R"
"406";"NEOFAS03";"Elaenia_chiriquensis";"Cerrado";2;33;7;0,0606060606060606;"PM"
"407";"NEOFAS03";"Elaenia_cristata";"Cerrado";1;33;7;0,0303030303030303;"R"
"408";"NEOFAS03";"Neothraupis_fasciata";"Cerrado";26;33;7;0,787878787878788;"R"
"409";"NEOFAS03";"Sporophila_plumbea";"Cerrado";1;33;7;0,0303030303030303;"R"
"410";"NEOFAS03";"Volatinia_jacarina";"Cerrado";1;33;7;0,0303030303030303;"R"
"411";"PADOM09";"Ammodramus_humeralis";"Caatinga";1;17;14;0,0588235294117647;"R"
"412";"PADOM09";"Ammodramus_humeralis";"Caatinga";1;50;19;0,02;"R"
"413";"PADOM09";"Ammodramus_humeralis";"Caatinga";1;11;5;0,0909090909090909;"R"
"414";"PADOM09";"Ammodramus_humeralis";"Caatinga";1;28;18;0,0357142857142857;"R"
"415";"PADOM09";"Ammodramus_humeralis";"Cerrado";1;17;14;0,0588235294117647;"R"
"416";"PADOM09";"Ammodramus_humeralis";"Cerrado";1;50;19;0,02;"R"
"417";"PADOM09";"Ammodramus_humeralis";"Cerrado";1;11;5;0,0909090909090909;"R"
"418";"PADOM09";"Ammodramus_humeralis";"Cerrado";1;28;18;0,0357142857142857;"R"
"419";"PADOM09";"Basileuterus_culicivorus";"Cerrado";1;17;14;0,0588235294117647;"R"
"420";"PADOM09";"Basileuterus_culicivorus";"Cerrado";1;50;19;0,02;"R"
"421";"PADOM09";"Basileuterus_culicivorus";"Cerrado";1;11;5;0,0909090909090909;"R"
"422";"PADOM09";"Basileuterus_culicivorus";"Cerrado";1;28;18;0,0357142857142857;"R"
"423";"PADOM09";"Basileuterus_culicivorus";"Mata_Atlantica";2;17;14;0,117647058823529;"R"
"424";"PADOM09";"Basileuterus_culicivorus";"Mata_Atlantica";2;50;19;0,04;"R"
"425";"PADOM09";"Basileuterus_culicivorus";"Mata_Atlantica";2;11;5;0,181818181818182;"R"
"426";"PADOM09";"Basileuterus_culicivorus";"Mata_Atlantica";2;28;18;0,0714285714285714;"R"
"427";"PADOM09";"Casiornis_fuscus";"Caatinga";2;17;14;0,117647058823529;"PM"
"428";"PADOM09";"Casiornis_fuscus";"Caatinga";2;50;19;0,04;"PM"
"429";"PADOM09";"Casiornis_fuscus";"Caatinga";2;11;5;0,181818181818182;"PM"
"430";"PADOM09";"Casiornis_fuscus";"Caatinga";2;28;18;0,0714285714285714;"PM"
"431";"PADOM09";"Cnemotriccus_fuscatus";"Amazonia";1;17;14;0,0588235294117647;"R"
"432";"PADOM09";"Cnemotriccus_fuscatus";"Amazonia";1;50;19;0,02;"R"
"433";"PADOM09";"Cnemotriccus_fuscatus";"Amazonia";1;11;5;0,0909090909090909;"R"
"434";"PADOM09";"Cnemotriccus_fuscatus";"Amazonia";1;28;18;0,0357142857142857;"R"
"435";"PADOM09";"Cnemotriccus_fuscatus";"Cerrado";8;17;14;0,470588235294118;"R"
"436";"PADOM09";"Cnemotriccus_fuscatus";"Cerrado";8;50;19;0,16;"R"
"437";"PADOM09";"Cnemotriccus_fuscatus";"Cerrado";8;11;5;0,727272727272727;"R"
"438";"PADOM09";"Cnemotriccus_fuscatus";"Cerrado";8;28;18;0,285714285714286;"R"
"439";"PADOM09";"Coereba_flaveola";"Mata_Atlantica";1;17;14;0,0588235294117647;"R"
"440";"PADOM09";"Coereba_flaveola";"Mata_Atlantica";1;50;19;0,02;"R"
"441";"PADOM09";"Coereba_flaveola";"Mata_Atlantica";1;11;5;0,0909090909090909;"R"
"442";"PADOM09";"Coereba_flaveola";"Mata_Atlantica";1;28;18;0,0357142857142857;"R"
"443";"PADOM09";"Columbina_talpacoti";"Cerrado";1;17;14;0,0588235294117647;"R"
"444";"PADOM09";"Columbina_talpacoti";"Cerrado";1;50;19;0,02;"R"
"445";"PADOM09";"Columbina_talpacoti";"Cerrado";1;11;5;0,0909090909090909;"R"
"446";"PADOM09";"Columbina_talpacoti";"Cerrado";1;28;18;0,0357142857142857;"R"
"447";"PADOM09";"Coryphospingus_cucullatus";"Cerrado";1;17;14;0,0588235294117647;"R"
"448";"PADOM09";"Coryphospingus_cucullatus";"Cerrado";1;50;19;0,02;"R"
"449";"PADOM09";"Coryphospingus_cucullatus";"Cerrado";1;11;5;0,0909090909090909;"R"
"450";"PADOM09";"Coryphospingus_cucullatus";"Cerrado";1;28;18;0,0357142857142857;"R"
"451";"PADOM09";"Coryphospingus_cucullatus";"Grassland";1;17;14;0,0588235294117647;"R"
"452";"PADOM09";"Coryphospingus_cucullatus";"Grassland";1;50;19;0,02;"R"
"453";"PADOM09";"Coryphospingus_cucullatus";"Grassland";1;11;5;0,0909090909090909;"R"
"454";"PADOM09";"Coryphospingus_cucullatus";"Grassland";1;28;18;0,0357142857142857;"R"
"455";"PADOM09";"Coryphospingus_pileatus";"Caatinga";1;17;14;0,0588235294117647;"R"
"456";"PADOM09";"Coryphospingus_pileatus";"Caatinga";1;50;19;0,02;"R"
"457";"PADOM09";"Coryphospingus_pileatus";"Caatinga";1;11;5;0,0909090909090909;"R"
"458";"PADOM09";"Coryphospingus_pileatus";"Caatinga";1;28;18;0,0357142857142857;"R"
"459";"PADOM09";"Dendrocolaptes_certhia";"Amazonia";1;17;14;0,0588235294117647;"R"
"460";"PADOM09";"Dendrocolaptes_certhia";"Amazonia";1;50;19;0,02;"R"
"461";"PADOM09";"Dendrocolaptes_certhia";"Amazonia";1;11;5;0,0909090909090909;"R"
"462";"PADOM09";"Dendrocolaptes_certhia";"Amazonia";1;28;18;0,0357142857142857;"R"
"463";"PADOM09";"Donacobius_atricapilla";"Pantanal";1;17;14;0,0588235294117647;"R"
