"";"species";"normalised.degree";"PDI";"species.specificity.index";"effective.partners";"biomes";"Host_Status"
"1";"Adelomyia_melanogenys";0,142857142857143;0,0610486211901306;0,785092470514561;1,71865647652052;"Andinean_Forest";"R"
"2";"Amazilia_alticola";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"3";"Amblycercus_holosericeus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"4";"Ammodramus_humeralis";0,25;0,184585446587307;0,540725721748901;2,91453433288524;"Caatinga";"R"
"5";"Ammodramus_humeralis";0,238095238095238;0,192374447093117;0,510145292628611;3,98179276869054;"Cerrado";"R"
"6";"Anisognathus_somptuosus";0,0714285714285714;0,0454545454545455;1;1;"Andinean_Forest";"R"
"7";"Aratinga_aurea";0,0476190476190476;0,0303030303030303;1;1;"Cerrado";"R"
"8";"Arremon_taciturnus";0,0588235294117647;0,242512077294686;1;1;"Amazonia";"R"
"9";"Arremon_taciturnus";0,0588235294117647;0,121256038647343;1;1;"Mata_Atlantica";"R"
"10";"Atlapetes_albinucha";0,0714285714285714;0,0909090909090909;1;1;"Andinean_Forest";"R"
"11";"Attila_spadiceus";0,0588235294117647;0,0769230769230769;1;1;"Amazonia";"R"
"12";"Automolus_infuscatus";0,0588235294117647;0,0769230769230769;1;1;"Amazonia";"R"
"13";"Automolus_rufipileatus";0,0588235294117647;0,121256038647343;1;1;"Amazonia";"R"
"14";"Basileuterus_coronatus";0,142857142857143;0,175901022054868;0,74164447210877;1,83777736178941;"Andinean_Forest";"R"
"15";"Basileuterus_culicivorus";0,0952380952380952;0,202589763177998;0,801535700551644;1,68854926444048;"Cerrado";"R"
"16";"Basileuterus_culicivorus";0,0588235294117647;0,410893812070283;1;1;"Mata_Atlantica";"R"
"17";"Basileuterus_flaveolus";0,0833333333333333;0,121256038647343;1;1;"Caatinga";"R"
"18";"Basileuterus_flaveolus";0,238095238095238;0,441789264479482;0,497891830916327;4,06152066696528;"Cerrado";"R"
"19";"Basileuterus_trifasciatus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"20";"Basileuterus_tristriatus";0,0714285714285714;0,0769230769230769;1;1;"Andinean_Forest";"R"
"21";"Boissonneaua_matthewsii";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"22";"Buarremon_torquatus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"23";"Bucco_tamatia";0,0588235294117647;0,0909090909090909;1;1;"Amazonia";"R"
"24";"Cacicus_solitarius";0,0588235294117647;0,121256038647343;1;1;"Mata_Atlantica";"R"
"25";"Camptostoma_obsoletum";0,0833333333333333;0,0909090909090909;1;1;"Caatinga";"R"
"26";"Camptostoma_obsoletum";0,0476190476190476;0,0982142857142857;1;1;"Cerrado";"R"
"27";"Campylorhamphus_trochilirostris";0,0476190476190476;0,0982142857142857;1;1;"Cerrado";"R"
"28";"Campylorhynchus_fasciatus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"29";"Cantorchilus_longirostris";0,0476190476190476;0,121256038647343;1;1;"Cerrado";"R"
"30";"Cantorchilus_longirostris";0,117647058823529;0,159465271015904;0,925109219028256;1,29933377622436;"Mata_Atlantica";"R"
"31";"Capsiempis_flaveola";0,0476190476190476;0,166666666666667;1;1;"Cerrado";"R"
"32";"Casiornis_fuscus";0,0833333333333333;0,410893812070283;1;1;"Caatinga";"PM"
"33";"Casiornis_fuscus";0,0476190476190476;0,333333333333333;1;1;"Cerrado";"PM"
"34";"Celeus_flavescens";0,0476190476190476;0,0285714285714286;1;1;"Cerrado";"R"
"35";"Chiroxiphia_pareola";0,0588235294117647;0,2;1;1;"Amazonia";"R"
"36";"Chiroxiphia_pareola";0,0588235294117647;0,0982142857142857;1;1;"Mata_Atlantica";"R"
"37";"Chlorophanes_spiza";0,0714285714285714;0,0769230769230769;1;1;"Andinean_Forest";"R"
"38";"Cinnycerthia_unirufa";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"39";"Cnemotriccus_fuscatus";0,0588235294117647;0,205446906035141;1;1;"Amazonia";"R"
"40";"Cnemotriccus_fuscatus";0,0952380952380952;1,64214667685256;0,982207251422333;1,09032230113482;"Cerrado";"R"
"41";"Cnemotriccus_fuscatus";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"R"
"42";"Coccyzus_melacoryphus";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"M"
"43";"Coeligena_coeligena";0,0714285714285714;0,0377358490566038;1;1;"Andinean_Forest";"R"
"44";"Coeligena_iris";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"45";"Coeligena_torquata";0,142857142857143;0,019381954523464;0,680336748115035;1,99754976001869;"Andinean_Forest";"R"
"46";"Coereba_flaveola";0,0588235294117647;0,0982142857142857;1;1;"Amazonia";"R"
"47";"Coereba_flaveola";0,0833333333333333;0,16025641025641;1;1;"Caatinga";"R"
"48";"Coereba_flaveola";0,0952380952380952;0,477011334076551;0,779734960635223;1,7515775673548;"Cerrado";"R"
"49";"Coereba_flaveola";0,235294117647059;0,461485027357041;0,646076611058649;2,64115997983986;"Mata_Atlantica";"R"
"50";"Colibri_thalassinus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"51";"Columbina_minuta";0,333333333333333;0,846943817052513;0,581372711892388;2,8682381707829;"Caatinga";"R"
"52";"Columbina_minuta";0,0476190476190476;0,0144927536231884;1;1;"Cerrado";"R"
"53";"Columbina_minuta";0,0588235294117647;0,0833333333333333;1;1;"Mata_Atlantica";"R"
"54";"Columbina_passerina";0,0588235294117647;0,916666666666667;1;1;"Amazonia";"R"
"55";"Columbina_passerina";0,176470588235294;0,0790336635479728;0,610355355787208;2,68070153417128;"Mata_Atlantica";"R"
"56";"Columbina_picui";0,166666666666667;0,059864953886693;0,726461860037641;1,8672339474207;"Caatinga";"R"
"57";"Columbina_picui";0,0476190476190476;0,125;1;1;"Cerrado";"R"
"58";"Columbina_squammata";0,0476190476190476;0,16025641025641;1;1;"Cerrado";"R"
"59";"Columbina_talpacoti";0,0476190476190476;0,205446906035141;1;1;"Cerrado";"R"
"60";"Columbina_talpacoti";0,0588235294117647;0,5;1;1;"Mata_Atlantica";"R"
"61";"Conopophaga_aurita";0,0588235294117647;0,1;1;1;"Amazonia";"R"
"62";"Conopophaga_lineata";0,0588235294117647;0,571428571428571;1;1;"Mata_Atlantica";"R"
"63";"Conopophaga_melanops";0,0588235294117647;0,0588235294117647;1;1;"Mata_Atlantica";"R"
"64";"Coryphospingus_cucullatus";0,0952380952380952;0,197434085522321;0,694994029896159;1,9847494334274;"Cerrado";"R"
"65";"Coryphospingus_pileatus";0,25;0,599244302934143;0,596612138895293;2,68528161384233;"Caatinga";"R"
"66";"Coryphospingus_pileatus";0,0952380952380952;0,0936688311688312;0,689770474761293;1,99850817046897;"Cerrado";"R"
"67";"Cranioleuca_antisiensis";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"68";"Creurgops_verticalis";0,0714285714285714;0,0769230769230769;1;1;"Andinean_Forest";"R"
"69";"Cyanocorax_cyanopogon";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"R"
"70";"Cyclarhis_gujanensis";0,0833333333333333;0,121256038647343;1;1;"Caatinga";"R"
"71";"Cyclarhis_gujanensis";0,117647058823529;0,120464899406837;0,904500653571276;1,36736229456611;"Mata_Atlantica";"R"
"72";"Cyphorhinus_arada";0,0588235294117647;0,242512077294686;1;1;"Amazonia";"R"
"73";"Cypsnagra_hirundinacea";0,0952380952380952;0,969685990338164;0,711717742392146;1,94021495531743;"Cerrado";"R"
"74";"Dacnis_cayana";0,0476190476190476;0,0982142857142857;1;1;"Cerrado";"R"
"75";"Dacnis_cayana";0,0588235294117647;0,16025641025641;1;1;"Mata_Atlantica";"R"
"76";"Dendrocincla_fuliginosa";0,0588235294117647;0,214285714285714;1;1;"Amazonia";"R"
"77";"Dendrocolaptes_certhia";0,117647058823529;0,199765087853323;0,740340520101403;1,85239747996836;"Amazonia";"R"
"78";"Dendroplex_picus";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"R"
"79";"Dichrozona_cincta";0,0588235294117647;0,115384615384615;1;1;"Amazonia";"R"
"80";"Diglossa_albilatera";0,0714285714285714;0,0208333333333333;1;1;"Andinean_Forest";"R"
"81";"Diglossa_caerulescens";0,0714285714285714;0,0454545454545455;1;1;"Andinean_Forest";"R"
"82";"Diglossa_cyanea";0,0714285714285714;0,541666666666667;1;1;"Andinean_Forest";"R"
"83";"Diglossopis_caerulescens";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"84";"Dryocopus_lineatus";0,0476190476190476;0,0285714285714286;1;1;"Cerrado";"R"
"85";"Dysithamnus_mentalis";0,0588235294117647;0,0909090909090909;1;1;"Mata_Atlantica";"R"
"86";"Dysithamnus_plumbeus";0,0588235294117647;0,636363636363636;1;1;"Mata_Atlantica";"R"
"87";"Elaenia_albiceps";0,142857142857143;0,0754716981132075;0,811985515574198;1,6424232223263;"Andinean_Forest";"R"
"88";"Elaenia_albiceps";0,235294117647059;0,583002532287619;0,600863443280372;2,94793326572737;"Mata_Atlantica";"R"
"89";"Elaenia_chilensis";0,166666666666667;0,211688311688312;0,879496266932547;1,43650137573418;"Caatinga";"M"
"90";"Elaenia_chilensis";0,176470588235294;0,0799653405666064;0,641546390345754;2,5636492678759;"Mata_Atlantica";"M"
"91";"Elaenia_chiriquensis";0,142857142857143;0,61188184364655;0,872242012227526;1,58210891906437;"Cerrado";"PM"
"92";"Elaenia_cristata";0,0952380952380952;1,43661319073084;0,978548933187172;1,10572956918181;"Cerrado";"R"
"93";"Elaenia_cristata";0,235294117647059;0,22526114062816;0,559241836028845;3,11825972697917;"Mata_Atlantica";"R"
"94";"Elaenia_flavogaster";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"R"
"95";"Elaenia_mesoleuca";0,0588235294117647;0,205446906035141;1;1;"Mata_Atlantica";"R"
"96";"Elaenia_pallatangae";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"97";"Elaenia_parvirostris";0,0588235294117647;0,133333333333333;1;1;"Amazonia";"PM"
"98";"Empidonomus_varius";0,166666666666667;0,197871148459384;0,743019808051723;1,82369812120333;"Caatinga";"PM"
"99";"Epinecrophylla_erythrura";0,0588235294117647;0,0666666666666667;1;1;"Amazonia";"R"
"100";"Epinecrophylla_haematonota";0,0588235294117647;0,0769230769230769;1;1;"Amazonia";"R"
"101";"Eriocnemis_cupreoventris";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"102";"Eriocnemis_derbyi";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"103";"Eriocnemis_vestita";0,142857142857143;0,069977192618702;0,802486411472734;1,66957503896888;"Andinean_Forest";"R"
"104";"Euphonia_violacea";0,0476190476190476;0,0285714285714286;1;1;"Cerrado";"R"
"105";"Formicivora_melanogaster";0,0476190476190476;0,121256038647343;1;1;"Cerrado";"R"
"106";"Formicivora_melanogaster";0,0588235294117647;0,0253164556962025;1;1;"Mata_Atlantica";"R"
"107";"Furnarius_leucopus";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"108";"Furnarius_leucopus";0,0833333333333333;0,205446906035141;1;1;"Caatinga";"R"
"109";"Galbula_cyanicollis";0,117647058823529;0,17701048951049;0,745696197909265;1,83777736178941;"Amazonia";"R"
"110";"Geotrygon_montana";0,0588235294117647;0,0476190476190476;1;1;"Amazonia";"R"
"111";"Glyphorynchus_spirurus";0,0588235294117647;0,285714285714286;1;1;"Amazonia";"R"
"112";"Glyphorynchus_spirurus";0,0588235294117647;0,181818181818182;1;1;"Mata_Atlantica";"R"
"113";"Gnorimopsar_chopi";0,0476190476190476;0,0384615384615385;1;1;"Cerrado";"R"
"114";"Gymnopithys_leucaspis";0,176470588235294;0,0913690476190476;0,551225906502951;2,95049357218427;"Amazonia";"R"
"115";"Gymnopithys_rufigula";0,0588235294117647;0,214285714285714;1;1;"Amazonia";"R"
"116";"Gymnopithys_salvini";0,176470588235294;0,133241758241758;0,571529606000406;2,86300222075691;"Amazonia";"R"
"117";"Haplospiza_unicolor";0,0588235294117647;0,205446906035141;1;1;"Mata_Atlantica";"R"
"118";"Heliangelus_viola";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"119";"Heliodoxa_rubinoides";0,0714285714285714;0,0377358490566038;1;1;"Andinean_Forest";"R"
"120";"Hellmayrea_gularis";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"121";"Hemispingus_superciliaris";0,0714285714285714;0,0714285714285714;1;1;"Andinean_Forest";"R"
"122";"Hemithraupis_guira";0,0476190476190476;0,121256038647343;1;1;"Cerrado";"R"
"123";"Hemitriccus_margaritaceiventer";0,117647058823529;0,157882992534891;0,819086209989319;1,62985041693608;"Mata_Atlantica";"R"
"124";"Herpsilochmus_pectoralis";0,0588235294117647;0,0253164556962025;1;1;"Mata_Atlantica";"R"
"125";"Herpsilochmus_sellowi";0,117647058823529;0,080168776371308;0,707391688391941;1,94070828320502;"Mata_Atlantica";"R"
"126";"Hylexetastes_perrotii";0,0588235294117647;0,0476190476190476;1;1;"Amazonia";"R"
"127";"Hylophilus_amaurocephalus";0,0476190476190476;0,0285714285714286;1;1;"Cerrado";"R"
"128";"Hylophilus_amaurocephalus";0,117647058823529;0,0361889692585895;0,692356429570137;1,98006610364698;"Mata_Atlantica";"R"
"129";"Hylophylax_naevius";0,117647058823529;0,0951923076923077;0,69122230850368;1,98301076427603;"Amazonia";"R"
"130";"Hylophylax_naevius";0,142857142857143;0,0940828402366864;0,686075384263457;1,98301076427603;"Andinean_Forest";"R"
"131";"Hypocnemis_cantator";0,0588235294117647;0,0666666666666667;1;1;"Amazonia";"R"
"132";"Hypocnemis_cantator";0,0714285714285714;0,0666666666666667;1;1;"Andinean_Forest";"R"
"133";"Hypocnemis_striata";0,294117647058824;0,177308108558109;0,427766000890872;4,67166018763748;"Amazonia";"R"
"134";"Hypocnemis_subflava";0,0588235294117647;0,121256038647343;1;1;"Amazonia";"R"
"135";"Icterus_mesomelas";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"136";"Iridosornis_analis";0,0714285714285714;0,384615384615385;1;1;"Andinean_Forest";"R"
"137";"Lafresnaya_lafresnayi";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"138";"Lanio_cucullatus";0,0588235294117647;0,0982142857142857;1;1;"Mata_Atlantica";"R"
"139";"Lanio_pileatus";0,416666666666667;0,816305428083503;0,538444810680132;3,72156940897599;"Caatinga";"R"
"140";"Lanio_pileatus";0,238095238095238;0,613704212454212;0,586032588478631;3,36971188058401;"Cerrado";"R"
"141";"Lathrotriccus_euleri";0,0476190476190476;0,821787624140565;1;1;"Cerrado";"PM"
"142";"Leiothlypis_peregrina";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"M"
"143";"Lepidocolaptes_angustirostris";0,0476190476190476;0,0833333333333333;1;1;"Cerrado";"R"
"144";"Lepidocolaptes_lacrymiger";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"145";"Lepidothrix_coronata";0,235294117647059;0,374404761904762;0,494502987077119;3,69349656580166;"Amazonia";"R"
"146";"Lepidothrix_coronata";0,142857142857143;0,0782051282051282;0,684241284089758;1,98766697500242;"Andinean_Forest";"R"
"147";"Lepidothrix_nattereri";0,117647058823529;0,489583333333333;0,775604602874429;1,75476535060332;"Amazonia";"R"
"148";"Leptopogon_amaurocephalus";0,117647058823529;0,139285714285714;0,752546696632339;1,81896851165317;"Mata_Atlantica";"R"
"149";"Leptopogon_superciliaris";0,0714285714285714;0,0769230769230769;1;1;"Andinean_Forest";"R"
"150";"Leptopogon_taczanowskii";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"151";"Leptotila_verreauxi";0,0588235294117647;0,0126582278481013;1;1;"Mata_Atlantica";"R"
"152";"Machaeropterus_pyrocephalus";0,0588235294117647;0,0666666666666667;1;1;"Amazonia";"R"
"153";"Machaeropterus_pyrocephalus";0,0476190476190476;0,0666666666666667;1;1;"Cerrado";"R"
"154";"Malacoptila_rufa";0,0588235294117647;0,272727272727273;1;1;"Amazonia";"R"
"155";"Megarynchus_pitangua";0,0588235294117647;0,205446906035141;1;1;"Mata_Atlantica";"R"
"156";"Metallura_tyrianthina";0,0714285714285714;0,0377358490566038;1;1;"Andinean_Forest";"M"
"157";"Microbates_collaris";0,0588235294117647;0,0476190476190476;1;1;"Amazonia";"R"
"158";"Mimus_saturninus";0,0476190476190476;0,363768115942029;1;1;"Cerrado";"R"
"159";"Mionectes_oleagineus";0,0588235294117647;0,1;1;1;"Amazonia";"R"
"160";"Mionectes_striaticollis";0,0714285714285714;0,0377358490566038;1;1;"Andinean_Forest";"R"
"161";"Molothrus_bonariensis";0,0833333333333333;0,0982142857142857;1;1;"Caatinga";"R"
"162";"Myadestes_ralloides";0,0714285714285714;0,0188679245283019;1;1;"Andinean_Forest";"R"
"163";"Myiarchus_ferox";0,0476190476190476;0,1;1;1;"Cerrado";"R"
"164";"Myiarchus_swainsoni";0,25;0,191377641965877;0,604361478310295;2,6637886067895;"Caatinga";"PM"
"165";"Myiarchus_swainsoni";0,142857142857143;0,600277916173057;0,684886695781769;2,38659931292587;"Cerrado";"PM"
"166";"Myiarchus_swainsoni";0,117647058823529;0,197868403619682;0,709950372779524;1,93395143005174;"Mata_Atlantica";"PM"
"167";"Myiarchus_tuberculifer";0,0476190476190476;0,2;1;1;"Cerrado";"R"
"168";"Myiarchus_tuberculifer";0,0588235294117647;0,0833333333333333;1;1;"Mata_Atlantica";"R"
"169";"Myiarchus_tyrannulus";0,0833333333333333;0,0714285714285714;1;1;"Caatinga";"R"
"170";"Myiarchus_tyrannulus";0,0952380952380952;0,395714285714286;0,833552451007922;1,59360581523684;"Cerrado";"R"
"171";"Myiarchus_tyrannulus";0,117647058823529;0,204541108933692;0,932309832651082;1,27492416634891;"Mata_Atlantica";"R"
"172";"Myiobius_barbatus";0,0476190476190476;0,1;1;1;"Cerrado";"R"
